tick,time
679,0.0196
680,0.0183
681,0.0061
682,0.0181
683,0.0294
684,0.0063
685,0.0162
686,44.4542
687,58.0177
688,43.6618
689,0.0153
690,58.1398
691,0.0436
692,0.0062
693,107.3485
694,25.4202
695,0.0173
696,0.0733
697,0.007
698,48.668
699,0.0237
700,0.02
701,36.8597
702,0.0179
703,0.0206
704,105.5766
705,0.0279
706,57.1378
707,35.3368
708,0.0176
709,0.0155
710,0.0043
711,41.0633
712,0.0042
713,37.3235
714,0.0127
715,0.0127
716,0.014
717,0
718,0.0115
719,0.0155
720,0.0149
721,0
722,0.0157
723,0.015
724,0
725,0.0132
726,31.1637
727,0.0137
728,0.0155
729,0.0114
730,0
731,0.0157
732,0
733,37.7207
734,34.3519
735,35.9397
736,19.1609
737,0
738,38.9
739,0.0161
740,37.9236
741,15.6631
742,45.5003
743,0.0164
744,0.0044
745,0.0152
746,0.0168
747,0.0162
748,0.0172
749,0.0135
750,0.0043
751,0.0242
752,0.0041
753,0.0148
754,0.0146
755,0.0145
756,0.0479
757,0.0043
758,0.0146
759,0.0167
760,0.0198
761,0.0094
762,0.0261
763,0.0164
764,0.0045
765,0.0149
766,0.0151
767,0.0152
768,0.017
769,0.0142
770,0.0044
771,0.0167
772,0.0047
773,0.0144
774,14.7433
775,0.0136
776,0.0174
777,0.0041
778,0.0143
779,0.0467
780,0.0216
781,0.0052
782,0.0159
783,0.0188
784,0.0687
785,0.0257
786,0.0164
787,0.0165
788,0.0167
789,31.0151
790,40.6011
791,79.0715
792,0
793,0.0119
794,0.0122
795,0.0122
796,0.0155
797,0
798,0.0307
799,0.0172
800,0.0141
801,0
802,54.6247
803,31.2738
804,0
805,0.0137
806,0.015
807,0.0168
808,0.0149
809,0.0108
810,0
811,0.0138
812,0
813,0.0123
814,0.0164
815,0.0123
816,45.1555
817,0
818,428.4515
819,0.0142
820,0.0143
821,40.9308
822,0.0316
823,0.0159
824,26.4507
825,0.0113
826,63.3655
827,0.04
828,65.0314
829,34.4505
830,0
831,0.4879
832,15.0704
833,0.0117
834,0.0114
835,0.0145
836,0.0131
837,0
838,0.0125
839,0.0151
840,0.0143
841,0
842,0.014
843,60.1239
844,0.5006
845,0.0147
846,0.0433
847,0.0154
848,0.0149
849,0.0128
850,0
851,0.0149
852,0
853,0.0113
854,0.0112
855,0.0104
856,0.0148
857,0
858,0.011
859,0.0145
860,0.0137
861,0
862,0.015
863,0.0162
864,0
865,0.0114
866,0.0136
867,0.0145
868,0.047
869,0.0153
870,0.0039
871,0.016
872,0.0043
873,37.7692
874,0.0137
875,0.0126
876,0.016
877,0.0039
878,0.0133
879,0.018
880,50.4253
881,0.004
882,0.0155
883,48.8536
884,0.004
885,0.0144
886,28.5421
887,0.017
888,62.4586
889,0.0472
890,0.0059
891,0.017
892,0.0065
893,0.0162
894,0.0205
895,31.6333
896,0.4813
897,101.5601
898,0.0151
899,0.0172
900,0.0168
901,0
902,0.0125
903,0.0152
904,0
905,0.0109
906,0.0138
907,0.0145
908,0.0143
909,0.0114
910,0
911,0.0141
912,0
913,0.0117
914,0.0117
915,0.0415
916,0.0162
917,0
918,0.0119
919,0.0145
920,0.0152
921,0
922,0.0151
923,0.0147
924,0
925,0.0118
926,0.0148
927,0.0134
928,0.0158
929,0.0108
930,0
931,0.0144
932,0
933,0.011
934,0.0115
935,0.0112
936,0.0136
937,0
938,0.0122
939,0.014
940,0.0146
941,0
942,0.0126
943,0.0481
944,0
945,0.0118
946,0.0136
947,0.014
948,0.0189
949,0.0136
950,0
951,0.0136
952,0
953,0.0117
954,0.0115
955,0.0104
956,0.0653
957,0
958,0.0124
959,0.0151
960,0.0316
961,0
962,0.0148
963,0.0154
964,0
965,0.0116
966,23.061
967,0.0147
968,0.0138
969,0.0115
970,0
971,0.0146
972,0
973,0.0124
974,0.0113
975,0.0406
976,0.0141
977,0
978,0.0107
979,0.0149
980,0.0146
981,0
982,0.0132
983,0.0145
984,0
985,0.0128
986,0.0132
987,0.0142
988,0.0165
989,0.0117
990,0
991,58.5928
992,0
993,0.012
994,0.0121
995,0.012
996,0.0149
997,0
998,0.0115
999,0.0153
1000,0.0142
1001,0
1002,0.012
1003,0.0151
1004,0
1005,0.0112
1006,0.0145
1007,0.0135
1008,0.0442
1009,0.0126
1010,0
1011,0.0135
1012,0.0616
1013,0.0109
1014,0.0119
1015,0.0115
1016,0.0175
1017,0
1018,0.0129
1019,0.0146
1020,0.0143
1021,0
1022,0.0127
1023,0.0142
1024,0
1025,0.011
1026,0.0158
1027,0.0171
1028,0.0142
1029,0.0117
1030,0.5613
1031,0.0127
1032,31.9058
1033,0.0119
1034,0.012
1035,0.0359
1036,0.0165
1037,0
1038,0.0121
1039,59.2249
1040,0.0144
1041,0
1042,76.2837
1043,0.0149
1044,0
1045,33.39
1046,0.0133
1047,0.0149
1048,0.0155
1049,0.0115
1050,0
1051,0.0136
1052,0
1053,0.0112
1054,0.0119
1055,0.0113
1056,0.0146
1057,0
1058,0.0116
1059,0.0143
1060,0.0143
1061,0.4823
1062,0.0119
1063,0.0152
1064,0
1065,0.0115
1066,0.0156
1067,0.0136
1068,0.0452
1069,0.0117
1070,0
1071,45.7476
1072,0
1073,0.0129
1074,0.0109
1075,0.012
1076,0.0145
1077,57.9811
1078,0.0114
1079,0.0142
1080,0.0138
1081,0
1082,0.0122
1083,0.0149
1084,0
1085,0.0128
1086,0.014
1087,0.0155
1088,0.0138
1089,0.0122
1090,0
1091,0.0158
1092,0
1093,0.0142
1094,0.0121
1095,0.0115
1096,0.0489
1097,0
1098,0.0114
1099,0.0146
1100,0.0144
1101,0
1102,0.0145
1103,0.0147
1104,0
1105,0.0122
1106,0.0133
1107,0.0142
1108,0.013
1109,0.0116
1110,0
1111,0.0145
1112,0
1113,0.0116
1114,0.0118
1115,0.0116
1116,0.0146
1117,0
1118,0.0106
1119,0.0146
1120,0.018
1121,0
1122,0.0135
1123,0.0154
1124,0
1125,0.0112
1126,0.0179
1127,0.0143
1128,0.0432
1129,0.0653
1130,0
1131,0.0139
1132,0
1133,0.0125
1134,0.0113
1135,0.0155
1136,0.0144
1137,0
1138,0.0129
1139,0.0138
1140,0.0147
1141,0
1142,0.0125
1143,0.0166
1144,0
1145,0.0111
1146,0.013
1147,0.0143
1148,0.0135
1149,0.0121
1150,0
1151,0.0161
1152,0
1153,0.0113
1154,0.0119
1155,0.0278
1156,0.0163
1157,0
1158,0.0105
1159,0.0139
1160,0.0141
1161,0
1162,0.0138
1163,0.0487
1164,0
1165,0.0116
1166,0.5483
1167,0.0139
1168,0.0142
1169,0.0108
1170,0
1171,0.0145
1172,0
1173,0.0117
1174,0.0137
1175,0.012
1176,0.0136
1177,0
1178,0.012
1179,0.0143
1180,0.0135
1181,0
1182,0.0136
1183,0.0152
1184,0
1185,0.0122
1186,0.0164
1187,0.0134
1188,0.0143
1189,0.0113
1190,0
1191,0.0191
1192,0
1193,0.0121
1194,0.0117
1195,0.0116
1196,0.0148
1197,0
1198,0.0115
1199,0.0399
1200,0.0289
1201,0
1202,0.0121
1203,0.0144
1204,0
1205,0.011
1206,0.0137
1207,0.0157
1208,0.0143
1209,0.0124
1210,0
1211,0.0151
1212,0
1213,0.0128
1214,0.0117
1215,0.0113
1216,0.0146
1217,0
1218,0.0113
1219,0.0154
1220,0.0144
1221,0
1222,0.02
1223,0.0273
1224,0
1225,0.011
1226,0.0147
1227,0.0151
1228,0.016
1229,0.0112
1230,0
1231,0.0137
1232,0
1233,0.0127
1234,0.0127
1235,0.0116
1236,0.0452
1237,0
1238,0.013
1239,0.0164
1240,0.0163
1241,0
1242,0.0132
1243,0.0161
1244,0
1245,0.0114
1246,0.0139
1247,0.0138
1248,0.0159
1249,0.0119
1250,0
1251,0.0318
1252,0
1253,0.0106
1254,0.0119
1255,0.0114
1256,0.0128
1257,0
1258,0.0133
1259,0.518
1260,0.016
1261,0
1262,0.0131
1263,0.0144
1264,0
1265,0.0116
1266,0.0152
1267,0.0144
1268,0.0145
1269,0.0116
1270,0
1271,0.0448
1272,0
1273,0.0114
1274,0.0111
1275,0.0111
1276,0.022
1277,0
1278,0.0121
1279,0.0157
1280,0.0146
1281,0.0534
1282,0.0127
1283,0.0154
1284,0
1285,0.0129
1286,0.0152
1287,0.0145
1288,0.0156
1289,0.0113
1290,0
1291,0.0152
1292,0
1293,0.0116
1294,0.012
1295,0.0115
1296,0.0139
1297,0
1298,0.0115
1299,0.0131
1300,0.0136
1301,0
1302,0.015
1303,0.0163
1304,0
1305,0.0117
1306,0.0447
1307,0.0164
1308,0.0138
1309,0.0122
1310,0
1311,0.0139
1312,0
1313,0.0125
1314,0.0124
1315,0.0107
1316,0.0141
1317,0
1318,0.012
1319,0.0145
1320,0.0148
1321,0
1322,0.0123
1323,0.0147
1324,0
1325,0.023
1326,0.0131
1327,0.0145
1328,0.0687
1329,0.0111
1330,0
1331,0.0139
1332,0
1333,0.0128
1334,0.0125
1335,0.0111
1336,0.0142
1337,0
1338,0.0106
1339,0.0488
1340,0.0135
1341,0
1342,0.0134
1343,0.0157
1344,0
1345,0.0125
1346,0.0146
1347,0.0147
1348,0.0152
1349,0.0112
1350,0
1351,0.0144
1352,0
1353,0.0126
1354,0.0116
1355,0.0114
1356,0.014
1357,0
1358,0.0111
1359,0.0139
1360,0.0144
1361,0
1362,0.0154
1363,0.0151
1364,0
1365,0.0138
1366,0.0197
1367,0.0157
1368,0.0153
1369,0.0112
1370,0
1371,0.0138
1372,0
1373,0.0116
1374,0.0652
1375,0.0115
1376,0.0887
1377,0
1378,0.0118
1379,0.0142
1380,0.0151
1381,0
1382,0.0132
1383,0.0149
1384,0
1385,0.0226
1386,0.015
1387,0.0143
1388,0.0144
1389,0.0118
1390,0
1391,0.0151
1392,0
1393,0.0118
1394,0.0113
1395,0.0104
1396,0.0145
1397,0
1398,0.0117
1399,0.0157
1400,0.015
1401,0
1402,0.0158
1403,0.0144
1404,0
1405,0.0119
1406,0.0141
1407,0.07
1408,0.0664
1409,0.0124
1410,0
1411,0.0139
1412,0
1413,0.0115
1414,0.0115
1415,0.011
1416,0.0152
1417,0
1418,0.0645
1419,0.0146
1420,0.0144
1421,0
1422,0.014
1423,0.014
1424,0
1425,0.0112
1426,0.0164
1427,0.0174
1428,0.0145
1429,0.0126
1430,0
1431,0.0159
1432,0
1433,0.0123
1434,0.0117
1435,0.0117
1436,0.014
1437,0.4832
1438,0.012
1439,0.0145
1440,0.0431
1441,0
1442,0.0145
1443,0.0155
1444,0
1445,0.0117
1446,0.0143
1447,0.0132
1448,0.0136
1449,0.0118
1450,0
1451,0.0161
1452,0
1453,0.0124
1454,0.0112
1455,0.0116
1456,0.016
1457,0
1458,0.0112
1459,0.0142
1460,0.0138
1461,0
1462,0.0141
1463,0.0159
1464,0
1465,0.0119
1466,0.0143
1467,0.014
1468,0.0154
1469,0.0121
1470,10.4649
1471,0.0159
1472,0
1473,0.0115
1474,0.0121
1475,0.0464
1476,0.0161
1477,0
1478,0.0113
1479,0.0149
1480,0.0138
1481,0
1482,0.014
1483,0.0155
1484,0
1485,0.012
1486,0.0139
1487,0.0197
1488,0.0138
1489,0.0122
1490,0
1491,0.0145
1492,0
1493,0.0109
1494,0.0117
1495,0.0114
1496,0.0143
1497,0
1498,0.0129
1499,0.0156
1500,0.0153
1501,0
1502,0.0121
1503,0.0158
1504,0
1505,0.011
1506,8.2263
1507,0.0439
1508,0.0162
1509,0.012
1510,0
1511,0.0143
1512,5.7004
1513,0.012
1514,0.0115
1515,0.012
1516,0.0161
1517,0
1518,0.0114
1519,0.0189
1520,0.0134
1521,0
1522,0.0138
1523,19.8197
1524,13.6538
1525,0.018
1526,0.0139
1527,0.0151
1528,0.0157
1529,0.4982
1530,0
1531,0.0143
1532,0
1533,16.4244
1534,10.7482
1535,0.016
1536,0.0158
1537,0.004
1538,0.59
1539,12.7647
1540,0.0187
1541,0.0039
1542,0.0144
1543,0.0165
1544,0.0041
1545,5.8449
1546,0.0161
1547,0.0155
1548,0.0154
1549,0.0135
1550,0.0038
1551,0.0206
1552,0.0039
1553,0.0142
1554,0.0143
1555,0.0141
1556,0.0179
1557,0.004
1558,0.015
1559,0.0422
1560,0.0249
1561,0.0057
1562,0.0141
1563,0.0158
1564,0.0043
1565,0.013
1566,0.0287
1567,0.0175
1568,0.0148
1569,0.0153
1570,0.0043
1571,0.0166
1572,0.0044
1573,0.0151
1574,0.0108
1575,0.0132
1576,0.0146
1577,0
1578,0.0112
1579,0.0144
1580,0.0133
1581,0
1582,0.0147
1583,0.0157
1584,28.7502
1585,0.0127
1586,0.0401
1587,0.0147
1588,0.014
1589,13.4903
1590,0
1591,0.0131
1592,0
1593,0.0129
1594,0.0129
1595,0.0114
1596,16.798
1597,0
1598,0.0126
1599,15.7491
1600,0.0151
1601,0
1602,0.0126
1603,0.0148
1604,0
1605,0.011
1606,0.0139
1607,0.0151
1608,0.0143
1609,15.693
1610,0
1611,6.9561
1612,0
1613,0.0117
1614,0.0133
1615,0.04
1616,0.0146
1617,0
1618,0.0127
1619,0.0138
1620,0.0136
1621,0
1622,0.0137
1623,0.0275
1624,0
1625,0.0111
1626,0.0154
1627,0.0165
1628,0.0137
1629,0.011
1630,0
1631,0.014
1632,0
1633,0.0121
1634,0.0123
1635,10.279
1636,0.0152
1637,0
1638,0.0119
1639,0.0155
1640,6.057
1641,0
1642,0.0135
1643,0.0145
1644,0
1645,0.0404
1646,0.0145
1647,0.0144
1648,0.0272
1649,0.0159
1650,0
1651,0.0132
1652,0
1653,0.0113
1654,0.0116
1655,0.0109
1656,0.0149
1657,0
1658,0.0116
1659,0.014
1660,0.0154
1661,0
1662,0.0131
1663,0.015
1664,0
1665,0.0132
1666,0.0133
1667,0.0133
1668,0.0133
1669,0.0127
1670,0
1671,0.015
1672,0
1673,0.0115
1674,0.012
1675,4.1718
1676,0.0379
1677,0
1678,0.0129
1679,0.0151
1680,0.0134
1681,0
1682,0.0362
1683,26.3963
1684,0.0051
1685,0.012
1686,0.0176
1687,0.014
1688,0.0134
1689,0.0169
1690,0
1691,0.0136
1692,0
1693,0.0124
1694,0.0115
1695,0.0118
1696,0.0154
1697,0
1698,0.0112
1699,0.0136
1700,0.014
1701,0
1702,0.0142
1703,0.0149
1704,0
1705,0.012
1706,0.0132
1707,0.5499
1708,0.0142
1709,6.2268
1710,0
1711,0.0151
1712,0
1713,0.012
1714,0.0119
1715,0.0113
1716,10.7338
1717,0
1718,0.0196
1719,0.0138
1720,0.0148
1721,0
1722,0.0239
1723,0.0154
1724,0
1725,0.0129
1726,0.0135
1727,0.0133
1728,0.0141
1729,0.012
1730,0
1731,0.0143
1732,0
1733,0.0109
1734,0.0116
1735,0.0114
1736,0.0145
1737,0
1738,0.0395
1739,0.0149
1740,0.0175
1741,0
1742,0.0125
1743,0.0161
1744,0
1745,0.011
1746,0.0138
1747,0.0143
1748,6.8664
1749,0.0117
1750,0
1751,15.5034
1752,19.874
1753,0.0119
1754,0.0112
1755,0.0113
1756,0.0163
1757,0
1758,0.0116
1759,0.0144
1760,0.0161
1761,0
1762,0.0132
1763,0.0156
1764,0
1765,0.0122
1766,6.161
1767,0.0462
1768,17.4612
1769,0.0126
1770,0.0043
1771,0.0151
1772,12.4087
1773,0.0143
1774,0.0147
1775,6.3766
1776,20.735
1777,0.0045
1778,0.0157
1779,0.0173
1780,0.018
1781,0.0051
1782,0.0135
1783,0.0166
1784,0.004
1785,0.014
1786,0.0161
1787,0.0148
1788,0.0166
1789,0.0141
1790,0.0043
1791,0.0163
1792,0.0041
1793,0.0145
1794,0.0141
1795,0.0146
1796,14.8896
1797,0.0045
1798,0.0138
1799,0.0167
1800,0.0166
1801,0
1802,0.0136
1803,0.0141
1804,0
1805,0.011
1806,0.0148
1807,0.0141
1808,0.0139
1809,29.2992
1810,0
1811,0.0144
1812,0
1813,0.0126
1814,0.0119
1815,0.0115
1816,0.0156
1817,0
1818,0.0112
1819,0.0169
1820,0.0154
1821,0
1822,0.0132
1823,0.0442
1824,0
1825,0.0129
1826,0.0136
1827,0.0154
1828,0.0173
1829,10.2623
1830,0
1831,0.0154
1832,0
1833,0.0127
1834,0.0124
1835,0.0117
1836,0.0152
1837,0
1838,0.0112
1839,10.9389
1840,0.0167
1841,0
1842,0.0141
1843,0.015
1844,0
1845,0.014
1846,0.0141
1847,0.0156
1848,0.0159
1849,0.0114
1850,0
1851,0.0156
1852,0
1853,0.0124
1854,0.0122
1855,0.0379
1856,0.019
1857,0
1858,0.0664
1859,0.0144
1860,0.0146
1861,0
1862,0.0128
1863,0.0163
1864,0
1865,0.0131
1866,0.0133
1867,0.015
1868,0.0145
1869,0.0121
1870,0
1871,0.0198
1872,0
1873,14.7767
1874,0.0118
1875,0.0125
1876,0.0146
1877,0
1878,13.0203
1879,0.0161
1880,0.015
1881,0
1882,22.145
1883,0.014
1884,0
1885,0.0118
1886,0.0428
1887,0.0151
1888,0.02
1889,0.0119
1890,0
1891,0.0177
1892,0
1893,0.0115
1894,0.0113
1895,0.0122
1896,0.0167
1897,0
1898,0.0109
1899,0.0142
1900,0.0148
1901,0
1902,0.013
1903,0.0225
1904,0
1905,0.0114
1906,0.0159
1907,0.0143
1908,0.0132
1909,0.0126
1910,0
1911,0.0129
1912,0
1913,0.0117
1914,0.0124
1915,0.013
1916,0.0146
1917,0
1918,0.0407
1919,0.0145
1920,0.0137
1921,0
1922,0.0119
1923,0.0156
1924,10.0016
1925,0.0109
1926,0.0135
1927,0.0153
1928,0.0146
1929,0.0114
1930,0
1931,0.0158
1932,0
1933,0.0114
1934,0.0119
1935,0.0112
1936,0.0168
1937,0.4884
1938,0.0121
1939,0.0151
1940,0.0157
1941,17.5316
1942,0.0208
1943,16.2021
1944,0.0037
1945,0.0139
1946,0.015
1947,0.0156
1948,0.0432
1949,0.0111
1950,0
1951,0.0149
1952,0
1953,0.0122
1954,0.013
1955,0.0103
1956,0.0149
1957,12.8463
1958,0.0114
1959,0.0143
1960,0.0162
1961,0
1962,0.0126
1963,0.0184
1964,0
1965,0.0114
1966,0.0148
1967,0.0139
1968,0.0136
1969,0.0135
1970,0
1971,0.0145
1972,0
1973,0.0105
1974,0.0112
1975,0.0146
1976,0.015
1977,0
1978,0.0135
1979,0.0429
1980,0.0146
1981,0
1982,0.0129
1983,0.0149
1984,47.1437
1985,0.0115
1986,0.0139
1987,0.0168
1988,0.014
1989,0.0124
1990,0
1991,0.0133
1992,0
1993,0.0117
1994,0.012
1995,0.0127
1996,0.0193
1997,0
1998,0.0122
1999,0.0192
2000,0.0149
2001,33.7278
2002,0.0143
2003,0.0152
2004,0
2005,0.0126
2006,0.0162
2007,0.0146
2008,19.0768
2009,12.7296
2010,0
2011,0.0169
2012,0
2013,0.0118
2014,0.0124
2015,0.0111
2016,0.0153
2017,0
2018,0.0119
2019,0.0154
2020,0.015
2021,0
2022,0.0144
2023,0.0176
2024,0
2025,0.0118
2026,0.0153
2027,0.0167
2028,0.014
2029,0.0129
2030,0
2031,0.0148
2032,0
2033,0.0116
