tick,time
468,28.9152
469,0.0155
470,0.004
471,38.5895
472,24.9398
473,0.0139
474,0.0128
475,0.0161
476,0.0174
477,0.0039
478,0.0152
479,0.0168
480,0.0166
481,29.1872
482,0.0159
483,0.0166
484,0.0042
485,0.0148
486,0.0164
487,0.0155
488,0.0203
489,0.0116
490,0
491,0.0136
492,0
493,0.0158
494,0.0112
495,0.0114
496,0.0156
497,0
498,0.0111
499,0.0488
500,0.0132
501,0
502,0.0139
503,0.0142
504,0
505,0.0111
506,0.0135
507,0.0134
508,0.0141
509,0.0108
510,0
511,0.0138
512,0
513,0.0112
514,0.0123
515,0.0112
516,0.0143
517,0
518,0.011
519,0.0141
520,0.0172
521,0
522,0.0134
523,0.0165
524,0
525,32.2642
526,0.0176
527,0.0145
528,0.013
529,0.0106
530,0
531,0.0407
532,13.8634
533,0.0134
534,0.011
535,0.0124
536,0.0141
537,0
538,0.0123
539,0.0145
540,0.0138
541,0
542,0.0127
543,0.0149
544,0
545,0.3385
546,0.0137
547,0.0144
548,0.0135
549,0.0124
550,0
551,0.014
552,0.039
553,0.0117
554,0.0113
555,0.0114
556,0.0145
557,0
558,0.0109
559,0.0138
560,0.0132
561,0
562,0.0136
563,0.0136
564,66.6695
565,48.4428
566,39.2971
567,0.0127
568,26.1978
569,27.2114
570,0
571,22.98
572,74.2816
573,24.5988
574,0.0113
575,24.8227
576,11.7891
577,8.9242
578,43.3948
579,0.0159
580,0.0156
581,0.0038
582,0.015
583,24.5425
584,36.3821
585,0.013
586,36.027
587,0.0152
588,32.6713
589,0.0138
590,0.0036
591,0.0153
592,0.0041
593,0.0127
594,0.0141
595,0.0148
596,0.017
597,0.0103
598,0.0153
599,0.0158
600,0.0167
601,0.0041
602,0.0162
603,0.0455
604,0.4357
605,0.0129
606,0.0151
607,0.0151
608,0.0154
609,0.013
610,0.0044
611,0.0152
612,0.0039
613,0.0135
614,0.0129
615,0.0164
616,0.0167
617,40.1776
618,0.016
619,0.0178
620,0.0172
621,0.0048
622,0.0184
623,10.3093
624,0.0062
625,0.017
626,31.2107
627,0.0166
628,92.8444
629,0.0129
630,0.0037
631,0.0175
632,0.0043
633,0.0129
634,0.0133
635,0.014
636,0.0147
637,0.0038
638,0.0124
639,0.0155
640,0.0177
641,0.0038
642,0.0152
643,0.0184
644,0.0039
645,0.0135
646,0.0182
647,0.0973
648,0.0158
649,0.0142
650,0.0033
651,0.0169
652,0.0045
653,0.0127
654,0.0146
655,0.0135
656,0.0205
657,0.0045
658,0.0131
659,17.193
660,0.0165
661,36.6603
662,0.0164
663,45.5438
664,32.757
665,0.0188
666,0.0168
667,0.0185
668,39.0921
669,39.4998
670,0.004
671,0.0159
672,0.0037
673,32.0255
674,0.014
675,0.0123
676,11.8725
677,0.0058
678,0.3129
679,0.0173
680,0.0193
681,0.005
682,27.945
683,0.0192
684,0.0041
685,0.0142
686,0.0153
687,0.0164
688,0.0162
689,0.0587
690,0.0044
691,0.0168
692,0.0038
693,0.0124
694,0.0155
695,0.0143
696,0.039
697,26.4167
698,0.014
699,0.0174
700,0.0159
701,0.0038
702,0.015
703,0.018
704,0.0038
705,0.0146
706,0.0156
707,77.2306
708,0.0163
709,0.0136
710,0.0043
711,0.016
712,41.2725
713,0.0151
714,0.0135
715,0.0132
716,0.0158
717,0.0051
718,0.0149
719,0.0442
720,0.0156
721,0.0058
722,95.6987
723,52.5372
724,32.5845
725,0.0164
726,0.0164
727,39.4985
728,0.0157
729,0.0114
730,0.0526
731,0.0144
732,0
733,0.0103
734,33.0344
735,0.0107
736,0.0142
737,0
738,0.0106
739,0.0146
740,0.0224
741,0
742,0.0388
743,0.0136
744,0
745,0.0112
746,0.0145
747,48.0167
748,12.6394
749,0.0149
750,0.0046
751,0.0148
752,0.0036
753,0.0123
754,0.0126
755,0.0115
756,0.0147
757,0
758,0.0102
759,43.4241
760,34.1523
761,0
762,0.0148
763,56.2117
764,0
765,0.0119
766,0.014
767,79.613
768,0.0136
769,0.0119
770,48.4272
771,49.2988
772,36.5103
773,87.4266
774,0.0121
775,0.0142
776,0.067
777,0
778,0.0113
779,90.7021
780,0.0128
781,0
782,0.0124
783,0.0146
784,0
785,0.0119
786,0.0133
787,0.0251
788,0.014
789,0.0107
790,0
791,0.0134
792,0
793,0.0137
794,0.0101
795,0.0112
796,0.0143
797,0
798,50.0907
799,0.0156
800,0.0626
801,0.0055
802,0.0169
803,0.0176
804,0.0056
805,0.0143
806,37.706
807,0.0336
808,0.0167
809,0.0136
810,0.0034
811,43.5136
812,15.1295
813,0.0151
814,0.015
815,0.0146
816,0.0191
817,1.3492
818,0.0148
819,0.0181
820,0.0183
821,47.2568
822,26.2292
823,0.017
824,53.8186
825,0.0132
826,0.0165
827,0.0158
828,0.0159
829,0.0128
830,0.0036
831,0.0164
832,0.0042
833,45.0675
834,0.0135
835,0.0129
836,0.0151
837,0.0035
838,0.0149
839,0.0179
840,0.0154
841,0.0045
842,0.0155
843,0.0237
844,24.1089
845,0.0137
846,0.3392
847,0.0168
848,0.0153
849,45.9755
850,0
851,0.0138
852,0
853,0.0119
854,0.0114
855,0.011
856,0.0143
857,0
858,0.0111
859,0.0151
860,0.0138
861,0
862,0.0131
863,0.0148
864,0
865,0.4284
866,0.0133
867,0.0133
868,0.0146
869,0.0106
870,0
871,0.0386
872,0
873,0.0107
874,0.0117
875,0.0114
876,0.0157
877,0
878,0.0122
879,0.0147
880,0.015
881,0
882,0.0125
883,0.0155
884,0
885,0.0125
886,0.0138
887,0.0136
888,0.0141
889,0.0115
890,0
891,0.0136
892,0
893,0.0114
894,0.0102
895,0.0125
896,0.0137
897,0
898,0.0109
899,0.0155
900,0.0413
901,0
902,0.0123
903,0.014
904,0
905,0.0117
906,0.0134
907,0.0129
908,0.014
909,0.0103
910,0
911,0.0156
912,0
913,0.0122
914,9.0149
915,0.0127
916,0.0166
917,0.0034
918,0.0121
919,0.0173
920,0.0167
921,0.0037
922,0.0162
923,0.0183
924,0.0039
925,0.0142
926,0.0137
927,0.0132
928,0.0154
929,0.0115
930,0.3104
931,0.0141
932,0
933,0.0126
934,0.0106
935,0.0115
936,0.0367
937,0
938,0.0117
939,0.0134
940,0.0142
941,0
942,0.0126
943,0.0466
944,0
945,0.0112
946,0.0142
947,0.0138
948,0.014
949,45.5412
950,0
951,0.0139
952,0
953,0.0106
954,0.0109
955,0.011
956,0.0148
957,0
958,0.011
959,0.0184
960,0.0141
961,0
962,0.0122
963,0.0348
964,0
965,0.011
966,0.0149
967,0.0146
968,0.0363
969,0.0117
970,0
971,0.0129
972,0
973,0.0108
974,0.0104
975,0.0185
976,0.0142
977,0
978,0.011
979,0.0157
980,0.0133
981,0
982,0.0131
983,0.0147
984,0
985,0.0122
986,0.0156
987,0.0146
988,0.0138
989,0.0109
990,0
991,0.0142
992,0
993,0.0109
994,0.0104
995,0.0115
996,0.0135
997,0
998,0.0112
999,0.014
1000,0.3817
1001,0
1002,0.013
1003,0.015
1004,0
1005,0.0119
1006,0.0147
1007,0.0137
1008,0.0141
1009,0.0115
1010,0
1011,0.0139
1012,0
1013,0.0112
1014,0.0108
1015,0.0119
1016,0.0148
1017,0
1018,0.0111
1019,0.0144
1020,0.014
1021,0
1022,0.0124
1023,0.0135
1024,0
1025,0.012
1026,0.0138
1027,41.1441
1028,0.0133
1029,0.0111
1030,0
1031,0.0136
1032,0
1033,0.0115
1034,0.0109
1035,0.0111
1036,0.0436
1037,0
1038,0.0228
1039,0.0135
1040,0.0138
1041,0
1042,0.0137
1043,0.016
1044,0
1045,0.0128
1046,0.0144
1047,0.0128
1048,0.0131
1049,0.0111
1050,0
1051,0.014
1052,0
1053,0.0112
1054,8.3891
1055,0.0129
1056,0.0168
1057,0.004
1058,0.0125
1059,0.0165
1060,0.0157
1061,0
1062,0.0139
1063,0.0139
1064,0
1065,0.0113
1066,0.0151
1067,0.0131
1068,0.0419
1069,0.011
1070,0
1071,0.0137
1072,0
1073,0.0112
1074,0.0096
1075,0.0112
1076,0.0146
1077,0
1078,0.0119
1079,0.0142
1080,0.0141
1081,0
1082,0.0135
1083,0.0138
1084,0.3742
1085,0.0128
1086,0.0132
1087,0.0138
1088,0.0131
1089,0.0109
1090,0
1091,0.0363
1092,0
1093,0.0114
1094,0.0122
1095,0.0132
1096,0.0165
1097,0.0447
1098,0.0106
1099,0.0147
1100,0.042
1101,0
1102,0.0141
1103,0.014
1104,0
1105,0.0113
1106,0.013
1107,0.0129
1108,0.0142
1109,0.0108
1110,0
1111,0.0155
1112,0
1113,0.0108
1114,0.0122
1115,0.0114
1116,0.0126
1117,0
1118,0.0114
1119,0.0156
1120,0.0139
1121,0
1122,0.0123
1123,0.0148
1124,0
1125,0.0121
1126,0.0141
1127,0.013
1128,0.0131
1129,0.0122
1130,0
1131,0.0142
1132,0
1133,0.0116
1134,0.0208
1135,0.0403
1136,0.0148
1137,0
1138,0.0117
1139,0.014
1140,0.0136
1141,0
1142,0.0127
1143,0.0139
1144,0.0113
1145,0.0107
1146,0.0135
1147,0.0145
1148,0.0136
1149,0.012
1150,0
1151,0.0153
1152,0
1153,0.0112
1154,0.0105
1155,0.0106
1156,0.014
1157,0
1158,0.0177
1159,0.0157
1160,0.0143
1161,0
1162,0.0135
1163,0.015
1164,0
1165,0.0117
1166,0.0138
1167,32.6409
1168,0.0144
1169,0.0113
1170,0
1171,0.0159
1172,0
1173,0.0116
1174,0.0128
1175,0.0111
1176,0.0146
1177,0
1178,0.3053
1179,0.0141
1180,0.0131
1181,0
1182,0.0164
1183,0.0628
1184,0
1185,0.0135
1186,0.014
1187,0.0133
1188,0.0137
1189,0.0104
1190,0
1191,0.0138
1192,0
1193,0.0112
1194,0.0114
1195,0.0115
1196,0.0145
1197,0
1198,0.011
1199,0.0146
1200,0.0448
1201,0
1202,0.0115
1203,0.0145
1204,0
1205,0.011
1206,0.013
1207,0.0139
1208,0.0133
1209,0.0112
1210,0
1211,0.0127
1212,0
1213,0.0112
1214,0.0186
1215,0.011
1216,0.0145
1217,0
1218,0.0111
1219,0.015
1220,0.3829
1221,0
1222,0.0143
1223,0.0155
1224,0
1225,0.0116
1226,0.0134
1227,0.0136
1228,0.0151
1229,0.011
1230,0
1231,0.014
1232,0
1233,0.0114
1234,0.0419
1235,0.0104
1236,0.0141
1237,0
1238,0.0108
1239,0.0148
1240,0.0159
1241,0
1242,0.0134
1243,0.0142
1244,0
1245,0.0109
1246,0.014
1247,0.014
1248,0.0136
1249,0.011
1250,0
1251,0.0133
1252,0
1253,0.011
1254,0.0112
1255,0.0112
1256,0.015
1257,0
1258,0.0112
1259,0.014
1260,0.0135
1261,0
1262,0.0128
1263,0.0149
1264,0
1265,0.0119
1266,0.0133
1267,0.0159
1268,0.0415
1269,0.0108
1270,0
1271,0.0137
1272,0
1273,0.0112
1274,0.0117
1275,0.0117
1276,0.014
1277,0
1278,0.0107
1279,0.0137
1280,0.0134
1281,0
1282,0.0171
1283,0.0145
1284,0
1285,0.0115
1286,0.013
1287,0.0133
1288,0.014
1289,0.0257
1290,0
1291,0.0136
1292,0
1293,0.0122
1294,0.0117
1295,0.0114
1296,0.0137
1297,0.0126
1298,0.0115
1299,0.014
1300,0.0166
1301,0
1302,0.0117
1303,0.0454
1304,0
1305,0.012
1306,0.0137
1307,0.0139
1308,0.013
1309,0.0105
1310,0
1311,0.0136
1312,0
1313,0.011
1314,0.0103
1315,0.0111
1316,0.0117
1317,0.0126
1318,0.0107
1319,0.0131
1320,0.013
1321,0
1322,0.012
1323,0.0159
1324,0
1325,0.011
1326,0.0133
1327,0.0144
1328,0.0133
1329,0.0109
1330,0
1331,0.0144
1332,0
1333,0.0122
1334,0.0108
1335,0.0569
1336,0.0141
1337,0
1338,0.011
1339,0.0425
1340,0.0145
1341,0
1342,0.0138
1343,0.0144
1344,0
1345,0.0117
1346,0.0131
1347,0.0131
1348,0.0136
1349,0.0115
1350,0
1351,0.014
1352,0
1353,0.0114
1354,0.0118
1355,0.0109
1356,0.0132
1357,0
1358,0.0111
1359,0.0141
1360,0.0154
1361,0
1362,0.0127
1363,0.0172
1364,0
1365,0.0115
1366,0.0142
1367,0.0131
1368,0.0141
1369,0.0114
1370,0
1371,0.014
1372,0
1373,0.0113
1374,0.0115
1375,0.0117
1376,0.3828
1377,0
1378,0.0122
1379,0.0137
1380,0.0136
1381,0
1382,0.0635
1383,0.0145
1384,0
1385,0.0113
1386,0.016
1387,0.0131
1388,0.0128
1389,0.0104
1390,0
1391,0.0125
1392,0
1393,0.0132
1394,0.0116
1395,0.0108
1396,0.0157
1397,0
1398,0.0108
1399,0.0148
1400,0.0135
1401,0
1402,0.0137
1403,0.0144
1404,0
1405,0.0119
1406,0.0133
1407,0.0135
1408,0.0442
1409,0.0111
1410,0
1411,0.0134
1412,0
1413,0.0105
1414,0.0114
1415,0.0108
1416,0.0139
1417,0
1418,0.0112
1419,0.0153
1420,0.0142
1421,0
1422,0.013
1423,0.0192
1424,0
1425,0.0114
1426,0.0152
1427,0.0147
1428,0.0616
1429,0.0114
1430,0
1431,0.0139
1432,0
1433,0.0112
1434,0.0108
1435,0.0116
1436,0.0145
1437,0
1438,0.0114
1439,0.0149
1440,0.0133
1441,0
1442,0.0451
1443,0.0136
1444,0
1445,0.0117
1446,0.016
1447,0.0135
1448,0.0136
1449,0.011
1450,0
1451,0.0143
1452,0
1453,0.0109
1454,0.0116
1455,0.0106
1456,0.0158
1457,0
1458,0.0124
1459,0.0153
1460,0.0131
1461,0.0541
1462,0.0137
1463,0.0148
1464,0
1465,0.0115
1466,0.0135
1467,0.0133
1468,0.0146
1469,0.0113
1470,0
1471,0.0144
1472,0
1473,0.0111
1474,0.0121
1475,0.0109
1476,0.0148
1477,0
1478,0.0119
1479,0.0417
1480,0.0136
1481,0
1482,0.0128
1483,0.0162
1484,0
1485,0.0111
1486,0.0151
1487,0.0131
1488,0.0137
1489,0.0119
1490,0
1491,0.4398
1492,0
1493,0.0128
1494,0.0115
1495,0.0144
1496,0.0159
1497,0
1498,0.0158
1499,0.0177
1500,0.0162
1501,0
1502,0.065
1503,0.0154
1504,0.0133
1505,0.011
1506,4.9797
1507,0.0136
1508,0.0143
1509,0.011
1510,0
1511,0.0142
1512,0
1513,0.0414
1514,6.8925
1515,0.0116
1516,0.0147
1517,0
1518,0.0112
1519,0.0145
1520,0.0146
1521,0
1522,4.9034
1523,0.016
1524,0
1525,0.0117
1526,0.016
1527,0.0133
1528,0.0143
1529,0.0108
1530,0
1531,4.8734
1532,0
1533,0.0114
1534,0.0114
1535,0.0107
1536,0.0152
1537,0
1538,0.0118
1539,0.0145
1540,4.7637
1541,0
1542,0.0135
1543,0.0491
1544,0
1545,0.0112
1546,0.0161
1547,0.013
1548,0.0155
1549,0.011
1550,0
1551,0.0129
1552,0
1553,0.0187
1554,0.0125
1555,0.0123
1556,0.0163
1557,0.0488
1558,0.013
1559,0.0139
1560,0.0132
1561,0
1562,0.0134
1563,0.0145
1564,0
1565,0.0123
1566,0.0196
1567,0.0129
1568,0.0135
1569,0.0108
1570,0
1571,0.0132
1572,0
1573,0.045
1574,0.0112
1575,0.0113
1576,0.0146
1577,0
1578,0.0197
1579,0.0136
1580,0.0157
1581,0
1582,0.0124
1583,0.0175
1584,0
1585,0.0111
1586,0.0127
1587,0.0135
1588,0.0128
1589,0.0109
1590,0
1591,0.0138
1592,0.409
1593,0.0114
1594,0.0118
1595,0.0114
1596,0.0119
1597,0
1598,0.0106
1599,0.0137
1600,0.0151
1601,0
1602,0.0127
1603,0.0137
1604,0
1605,0.0126
1606,0.0455
1607,5.3923
1608,0.0142
1609,0.0117
1610,0
1611,0.0137
1612,0
1613,0.4727
1614,13.5122
1615,0.0185
1616,0.0116
1617,16.9903
1618,0.011
1619,0.014
1620,0.0127
1621,0
1622,0.0115
1623,0.0142
1624,0
1625,0.0123
1626,0.0148
1627,0.0138
1628,0.0139
1629,0.0121
1630,0
1631,0.0134
1632,0
1633,0.0114
1634,0.0127
1635,0.0106
1636,0.0416
1637,0
1638,0.0111
1639,0.0145
1640,0.0136
1641,0
1642,0.0147
1643,0.0139
1644,0
1645,0.0122
1646,0.0136
1647,0.0136
1648,0.0135
1649,0.0111
1650,5.0917
1651,0.014
1652,0
1653,0.0196
1654,3.6649
1655,0.0107
1656,8.7129
1657,0
1658,0.0124
1659,0.0144
1660,0.0143
1661,0
1662,0.0135
1663,0.0154
1664,0
1665,0.0374
1666,0.0139
1667,0.0146
1668,0.0133
1669,0.0114
1670,0
1671,0.0137
1672,0
1673,0.0112
1674,0.0119
1675,0.0121
1676,0.015
1677,0
1678,0.3176
1679,0.0175
1680,0.0131
1681,0
1682,0.0157
1683,0.0132
1684,0
1685,0.0106
1686,0.0138
1687,8.7639
1688,0.0131
1689,0.0116
1690,0
1691,0.0132
1692,0
1693,0.0113
1694,0.0106
1695,0.011
1696,0.0416
1697,9.1534
1698,0.0114
1699,0.0151
1700,0.0136
1701,0
1702,0.0142
1703,0.0153
1704,9.9966
1705,0.0122
1706,0.0134
1707,0.0146
1708,0.0139
1709,5.1435
1710,0
1711,0.0136
1712,0
1713,0.0128
1714,0.0116
1715,0.0113
1716,0.0123
1717,0
1718,0.0118
1719,0.0133
1720,0.0155
1721,0
1722,0.013
1723,0.015
1724,0
1725,13.642
1726,0.014
1727,0.013
1728,0.0137
1729,0.0114
1730,0
1731,0.0144
1732,0
1733,0.0117
1734,0.011
1735,0.0114
1736,0.0254
1737,0
1738,0.0115
1739,0.0141
1740,0.0134
1741,0
1742,0.0119
1743,0.0135
1744,0
1745,0.0116
1746,17.9202
1747,0.0135
1748,0.0132
1749,0.0114
1750,0
1751,32.0375
1752,0
1753,0.0113
1754,0.0376
1755,0.0111
1756,0.0147
1757,0
1758,12.2914
1759,0.0162
1760,11.1692
1761,10.3851
1762,0.0139
1763,0.0142
1764,0
1765,0.0127
1766,0.0137
1767,0.0136
1768,0.0134
1769,0.0112
1770,0
1771,0.0138
1772,10.5609
1773,0.0108
1774,0.0117
1775,0.0106
1776,17.1671
1777,0
1778,0.011
1779,0.0154
1780,0.0404
1781,0
1782,0.0117
1783,0.0134
1784,0
1785,0.0121
1786,0.0142
1787,0.0145
1788,0.013
1789,0.0111
1790,5.8777
1791,0.0147
1792,0.004
1793,8.9172
1794,0.0618
1795,0.0154
1796,0.0157
1797,0.0037
1798,0.0134
1799,0.017
1800,0.0165
1801,0.0043
1802,0.026
1803,0.0184
1804,0.0035
1805,0.0141
1806,24.8629
1807,0.0445
1808,8.9421
1809,13.175
1810,0.0046
1811,17.5018
1812,0.0034
1813,0.0155
1814,12.6307
1815,0.014
1816,0.0166
1817,0.0044
1818,0.0132
1819,0.018
1820,0.0164
1821,0.0043
1822,0.0152
1823,0.0138
1824,0
1825,0.0112
1826,0.013
1827,0.0136
1828,0.0153
1829,0.0118
1830,0
1831,0.0149
1832,0
1833,0.0398
1834,0.0122
1835,0.0107
1836,0.0139
1837,0
1838,0.0112
1839,0.0157
1840,0.0145
1841,0
1842,0.0127
1843,0.0162
1844,0
1845,0.0117
1846,0.0147
1847,0.0125
1848,0.014
1849,0.0109
1850,0
1851,0.0134
1852,0
1853,0.0105
1854,0.0116
1855,0.0118
1856,0.0145
1857,0
1858,0.0121
1859,0.013
1860,0.0136
1861,0
1862,0.0124
1863,0.0445
1864,0
1865,0.0115
1866,9.3508
1867,0.0135
1868,0.0134
1869,0.011
1870,0
1871,0.0139
1872,0
1873,0.0109
1874,0.0109
1875,0.0111
1876,0.0143
1877,0
1878,0.0114
1879,0.015
1880,0.0128
1881,0
1882,0.0135
1883,0.0143
1884,0
1885,0.0124
1886,0.0139
1887,0.0134
1888,0.0131
1889,0.0103
1890,0
1891,0.0137
1892,0
1893,0.0105
1894,0.012
1895,0.0113
1896,0.0137
1897,0
1898,0.0107
1899,0.0409
1900,0.0137
1901,10.38
1902,0.0127
1903,0.015
1904,0
1905,0.0124
1906,0.0147
1907,0.0139
1908,0.0136
1909,0.011
1910,0
1911,0.0132
1912,0
1913,0.0114
1914,0.0114
1915,0.0114
1916,0.0142
1917,0
1918,0.012
1919,0.0151
1920,0.013
1921,0
1922,0.0133
1923,0.0155
1924,10.2593
1925,0.0123
1926,0.0134
1927,0.0131
1928,0.0145
1929,0.0112
1930,0
1931,0.0143
1932,0
1933,0.0113
1934,0.0116
1935,0.0389
1936,0.0137
1937,0
1938,0.011
1939,0.0143
1940,0.0139
1941,0
1942,0.0125
1943,0.0215
1944,0
1945,0.0135
1946,0.0141
1947,0.0133
1948,0.0129
1949,0.0106
1950,0
1951,0.0143
1952,0
1953,0.0117
1954,0.0117
1955,0.0104
1956,0.0267
1957,0
1958,0.0107
1959,0.0133
1960,0.0134
1961,0
1962,0.013
1963,27.2912
1964,0
1965,0.0114
1966,0.0134
1967,0.0417
1968,0.0139
1969,0.0112
1970,0
1971,0.0129
1972,14.2021
1973,0.0109
1974,0.0104
1975,0.011
1976,0.0145
1977,0
1978,0.0112
1979,0.0131
1980,0.0145
1981,0
1982,0.0128
1983,0.0148
1984,0
1985,0.0116
1986,0.015
1987,0.0155
1988,0.0131
1989,0.0111
1990,0
1991,0.0134
1992,0
1993,0.0122
1994,0.0113
1995,0.0109
1996,0.0143
1997,0
1998,0.0107
1999,0.0153
2000,0.0428
2001,0
2002,0.0161
2003,0.015
2004,0
2005,0.0116
2006,0.0132
2007,0.0155
2008,0.0162
2009,0.0108
2010,0
2011,0.015
2012,0
2013,0.011
2014,0.012
2015,0.0109
2016,0.0137
2017,0
2018,0.0114
2019,0.015
2020,0.0135
2021,0
2022,0.0204
2023,0.0283
2024,0
2025,22.4036
2026,0.0136
